Lien,Kilomètrage,Couleur,Etat,Boite,Année,Cylindré,Marque,Gamme,Puissance,Carrosserie,Carburant,Prix
https://www.tayara.tn/item/640f3a7eff75361c11d7fd14/,90000,Gris,Avec kilométrage,Manuelle,2019,1.2L,Renault,Clio,5,Berline,Essence,37
https://www.tayara.tn/item/640f3638ff75361c11d7fbdd/,174000,Noir,Avec kilométrage,Manuelle,2013,1.4L,Peugeot,508,9,Berline,Essence,26
https://www.tayara.tn/item/640f3566ff75361c11d7fba5/,1,Blanc,Nouveau,Manuelle,2022,2.0L,Citroen,Jumper,7,Berline,Diesel,83
https://www.tayara.tn/item/640f21eeff75361c11d7f588/,187200,Noir,Avec kilométrage,Manuelle,2017,1.4L,Volkswagen,Polo,5,Berline,Essence,43
https://www.tayara.tn/item/640cba6dff75361c11d79490/,141,Noir,Avec kilométrage,Manuelle,2018,1.2L,Suzuki,Swift,5,Berline,Essence,29
https://www.tayara.tn/item/640f1a45ff75361c11d7f311/,162000,Noir,Avec kilométrage,Automatique,2012,2.2L,Mercedes-Benz,Classe E,12,Berline,Diesel,74
https://www.tayara.tn/item/640f1708ff75361c11d7f22a/,40000,Noir,Avec kilométrage,Automatique,2021,1.4L,Kia,Picanto,5,Berline,Essence,44
https://www.tayara.tn/item/640f15afff75361c11d7f1bc/,220000,Rouge,Avec kilométrage,Manuelle,2011,1.2L,Fiat,Punto,5,Berline,Essence,24
https://www.tayara.tn/item/640f0944ff75361c11d7edb4/,160000,Noir,Avec kilométrage,Manuelle,2014,1.4L,Chevrolet,S-10,5,Berline,Essence,30
https://www.tayara.tn/item/63a09daa25c79fc72be10ace/,178000,Noir,Avec kilométrage,Automatique,2011,1.8L,Mercedes-Benz,Classe E,11,Berline,Essence,63
https://www.tayara.tn/item/640f08abff75361c11d7ed73/,194000,Noir,Avec kilométrage,Manuelle,2009,1.2L,Renault,Symbol,5,Berline,Essence,194000
https://www.tayara.tn/item/64032d1107b6d5262f8453b7/,132000,Noir,Nouveau,Automatique,2018,1.6L,Mercedes-Benz,Classe E,10,Berline,Essence,148
https://www.tayara.tn/item/640f05beff75361c11d7ec77/,195000,Noir,Avec kilométrage,Automatique,2008,1.8L,Mercedes-Benz,Classe C,11,Berline,Essence,47
,,,,,,,,,,,,
https://www.tayara.tn/item/640f0280ff75361c11d7eb56/,1,Noir,Avec kilométrage,Manuelle,2009,2.0L,Audi,A5,9,Berline,Diesel,88
https://www.tayara.tn/item/640f0065ff75361c11d7ea96/,160000,Noir,Avec kilométrage,Manuelle,2018,1.6L,Citroen,Berlingo,5,Berline,Diesel,37
https://www.tayara.tn/item/640efba4ff75361c11d7e8e3/,78000,Marron,Avec kilométrage,Manuelle,2020,1.2L,Suzuki,Swift,5,Berline,Essence,30
https://www.tayara.tn/item/640efa95ff75361c11d7e85c/,76000,Rouge,Avec kilométrage,Manuelle,2020,1.2L,Skoda,Fabia,5,Berline,Essence,33
https://www.tayara.tn/item/640b8193ff75361c11d76404/,258000,Noir,Avec kilométrage,Manuelle,1998,2.2L,Mercedes-Benz,Classe E,7,Berline,Diesel,258000
https://www.tayara.tn/item/640ef725ff75361c11d7e6db/,505870,Blanc,Avec kilométrage,Manuelle,2002,2.0L,Toyota,Hi Ace,10,Berline,Diesel,12
https://www.tayara.tn/item/640ef6faff75361c11d7e6c4/,40000,Gris,Avec kilométrage,Manuelle,2019,1.2L,Mahindra,Hover,5,Berline,Essence,33
,,,,,,,,,,,,
,,,,,,,,,,,,
https://www.tayara.tn/item/640eea5cff75361c11d7e287/,239000,Blanc,Avec kilométrage,Manuelle,2010,1.2L,Renault,Symbol,5,Berline,Essence,22
,,,,,,,,,,,,
https://www.tayara.tn/item/640ee9adff75361c11d7e250/,136000,Blanc,Avec kilométrage,Manuelle,2019,1.2L,Suzuki,Swift,5,Berline,Essence,29
https://www.tayara.tn/item/640ee8cdff75361c11d7e219/,1,Noir,Avec kilométrage,Manuelle,2009,1.1L,Fiat,Palio,4,Berline,Essence,10
https://www.tayara.tn/item/640ee596ff75361c11d7e0f5/,90400,Bleu,Avec kilométrage,Manuelle,2018,1.2L,Nissan,Micra,5,Berline,Essence,29
https://www.tayara.tn/item/640ee137ff75361c11d7df4d/,126300,Gris,Avec kilométrage,Automatique,2016,1.2L,Renault,Symbol,5,Berline,Essence,31
https://www.tayara.tn/item/640edb2dff75361c11d7dd70/,74000,Noir,Avec kilométrage,Manuelle,2018,1.2L,Citroen,DS4,7,Berline,Essence,60
,,,,,,,,,,,,
https://www.tayara.tn/item/63861a233d13a3e56feea693/,76000,Blanc,Avec kilométrage,Automatique,2019,1.6L,Audi,A3,6,Berline,Essence,94
https://www.tayara.tn/item/640ed44eff75361c11d7dbf9/,63000,Noir,Nouveau,Manuelle,2020,1.4L,Kia,Rio,6,Berline,Essence,53
https://www.tayara.tn/item/63ea0ba930c4f61e5133bf7f/,181000,Noir,Nouveau,Automatique,2015,1.6L,BMW,Serie 3,7,Berline,Essence,80
https://www.tayara.tn/item/63ec963b30c4f61e5133f70b/,69000,Bleu,Nouveau,Manuelle,2020,1.4L,Kia,Rio,6,Berline,Essence,52
https://www.tayara.tn/item/63c151592109087dfe75fb70/,119000,Noir,Nouveau,Automatique,2017,1.6L,Volkswagen,Passat CC,6,Berline,Diesel,75
https://www.tayara.tn/item/640ed1ebff75361c11d7db8d/,55000,Noir,Nouveau,Automatique,2018,1.6L,Mercedes-Benz,Classe CLA,7,Berline,Essence,135
https://www.tayara.tn/item/640ed12cff75361c11d7db76/,279000,Blanc,Avec kilométrage,Manuelle,2014,1.6L,Peugeot,Partner,5,Berline,Diesel,25
https://www.tayara.tn/item/640b410dff75361c11d755c2/,250000,Noir,Avec kilométrage,Automatique,2010,1.6L,Mercedes-Benz,Classe C,9,Berline,Essence,47
https://www.tayara.tn/item/63ea0a3f57924122c28a2ff3/,130000,Blanc,Nouveau,Manuelle,2016,1.4L,Ford,Fusion,6,Berline,Essence,50
https://www.tayara.tn/item/640eccfcff75361c11d7daf4/,145000,Noir,Avec kilométrage,Automatique,2012,1.8L,Mercedes-Benz,Classe C,9,Berline,Essence,75
,,,,,,,,,,,,
,,,,,,,,,,,,
https://www.tayara.tn/item/63f326b030c4f61e5134838b/,190000,Noir,Avec kilométrage,Automatique,2012,1.6L,Mercedes-Benz,Classe C Coupe,8,Berline,Essence,68
https://www.tayara.tn/item/640eba50ff75361c11d7d974/,170000,Noir,Avec kilométrage,Manuelle,2018,1.8L,Audi,A6,9,Berline,Essence,140
https://www.tayara.tn/item/640eb987ff75361c11d7d969/,171000,Rouge,Nouveau,Manuelle,2014,1.2L,Nissan,Micra,5,Berline,Essence,25
https://www.tayara.tn/item/640e95c0ff75361c11d7d882/,130000,Gris,Nouveau,Manuelle,2019,1.2L,Peugeot,301,5,Berline,Essence,27
https://www.tayara.tn/item/640e6242ff75361c11d7d646/,160000,Blanc,Avec kilométrage,Manuelle,2014,1.6L,Volkswagen,Golf 7,5,Berline,Diesel,47
https://www.tayara.tn/item/640e605fff75361c11d7d62d/,60000,Blanc,Avec kilométrage,Manuelle,2018,1.2L,Citroen,C3,4,Berline,Essence,41
https://www.tayara.tn/item/640e5fceff75361c11d7d622/,100000,Blanc,Avec kilométrage,Manuelle,2020,1.1L,Seat,Ibiza,4,Berline,Essence,45
https://www.tayara.tn/item/640e536bff75361c11d7d4dd/,104,Noir,Avec kilométrage,Manuelle,2019,1.2L,Renault,Megane,7,Berline,Essence,54
https://www.tayara.tn/item/640e3febff75361c11d7d114/,178000,Noir,Avec kilométrage,Automatique,2010,1.8L,Mercedes-Benz,Classe E,11,Berline,Essence,66
https://www.tayara.tn/item/640e3c57ff75361c11d7d017/,125000,Gris,Avec kilométrage,Manuelle,2016,1.2L,Citroen,C-Elysée,5,Berline,Essence,24
https://www.tayara.tn/item/640e355aff75361c11d7ce6d/,175000,Gris,Avec kilométrage,Manuelle,2013,1.3L,Toyota,Yaris,5,Berline,Essence,35
https://www.tayara.tn/item/640e2309ff75361c11d7cb4d/,78000,Blanc,Avec kilométrage,Manuelle,2019,<1.0L,Peugeot,2008,6,Berline,Essence,55
https://www.tayara.tn/item/640e2243ff75361c11d7cb21/,192000,Noir,Nouveau,Manuelle,2012,1.8L,Audi,A4,7,Berline,Essence,35
https://www.tayara.tn/item/640e0e88ff75361c11d7c73d/,350000,Blanc,Avec kilométrage,Manuelle,98,1.3L,Fiat,Punto,4,Berline,Essence,11
https://www.tayara.tn/item/640e0bb9ff75361c11d7c6b2/,282000,Noir,Avec kilométrage,Manuelle,2007,1.2L,Peugeot,Partner,6,Berline,Essence,26
https://www.tayara.tn/item/640e0b85ff75361c11d7c6a1/,203000,Gris,Avec kilométrage,Automatique,2004,2.2L,Mercedes-Benz,Classe E,9,Berline,Diesel,38
https://www.tayara.tn/item/640e0880ff75361c11d7c5f6/,188,Gris,Avec kilométrage,Manuelle,2018,1.2L,Fiat,Grande Punto,4,Berline,Essence,28
https://www.tayara.tn/item/63d97a3f1b3fed8fd49c1c42/,88000,Gris,Nouveau,Manuelle,2018,1.1L,Hyundai,I 20,5,Berline,Essence,37
https://www.tayara.tn/item/640e0231ff75361c11d7c498/,76000,Noir,Avec kilométrage,Manuelle,2016,1.2L,Renault,Symbol,5,Berline,Essence,34
https://www.tayara.tn/item/640e004cff75361c11d7c429/,148000,Noir,Avec kilométrage,Automatique,2009,2.0L,BMW,Serie 5,9,Berline,Essence,59
https://www.tayara.tn/item/640dff06ff75361c11d7c3d7/,0,Gris,Avec kilométrage,Manuelle,2010,1.8L,Mercedes-Benz,Classe C,9,Berline,Essence,49
https://www.tayara.tn/item/640dfd13ff75361c11d7c346/,250,Noir,Avec kilométrage,Manuelle,2006,1.6L,Renault,Megane,7,Berline,Essence,23
https://www.tayara.tn/item/640df7aeff75361c11d7c1db/,59000,Gris,Nouveau,Manuelle,2017,1.2L,Volkswagen,Golf 7,6,Berline,Essence,79
https://www.tayara.tn/item/640df2dfff75361c11d7c0e2/,165000,Noir,Nouveau,Automatique,2009,1.6L,Volkswagen,Golf 6,9,Berline,Essence,36
https://www.tayara.tn/item/640dee3fff75361c11d7bf9c/,130000,Noir,Avec kilométrage,Manuelle,2017,1.2L,Kia,Rio,5,Berline,Essence,38
https://www.tayara.tn/item/640de86eff75361c11d7be7e/,48000,Bleu,Avec kilométrage,Manuelle,2019,<1.0L,Volkswagen,Polo,4,Berline,Essence,51
https://www.tayara.tn/item/640de7abff75361c11d7be51/,40000,Blanc,Avec kilométrage,Manuelle,2021,<1.0L,Hyundai,I 10,4,Berline,Essence,41
https://www.tayara.tn/item/640de607ff75361c11d7bdf1/,225000,Noir,Avec kilométrage,Automatique,2012,2.0L,Mercedes-Benz,Classe E,9,Berline,Diesel,75
https://www.tayara.tn/item/640b9560ff75361c11d7680e/,65000,Rouge,Avec kilométrage,Automatique,2020,<1.0L,Hyundai,I 10,4,Berline,Essence,37
https://www.tayara.tn/item/640ddaf6ff75361c11d7bb93/,187000,Noir,Avec kilométrage,Manuelle,2006,1.6L,Fiat,Siena,5,Berline,Essence,19
https://www.tayara.tn/item/640dc870ff75361c11d7b74c/,100000,Noir,Nouveau,Manuelle,2018,1.6L,Hyundai,Elantra,7,Berline,Essence,62
https://www.tayara.tn/item/640dc655ff75361c11d7b6c3/,378,Vert,Avec kilométrage,Manuelle,1999,>4.0L,Volkswagen,Polo,5,Berline,Essence,10
,,,,,,,,,,,,
https://www.tayara.tn/item/640dc52dff75361c11d7b680/,148000,Noir,Nouveau,Automatique,2010,2.0L,BMW,Serie 5,9,Berline,Essence,59
https://www.tayara.tn/item/640dc48fff75361c11d7b65b/,136,Blanc,Avec kilométrage,Automatique,2018,1.2L,Kia,Picanto,5,Berline,Essence,40
https://www.tayara.tn/item/640dbd9eff75361c11d7b4b8/,97000,Gris,Avec kilométrage,Manuelle,2021,<1.0L,Renault,Symbol,5,Berline,Essence,12
https://www.tayara.tn/item/640db8e2ff75361c11d7b370/,61000,Autre,Avec kilométrage,Manuelle,2018,1.2L,Citroen,C35,4,Berline,Essence,35
,,,,,,,,,,,,
https://www.tayara.tn/item/640db17fff75361c11d7b178/,140000,Gris,Avec kilométrage,Manuelle,2016,1.2L,Fiat,Punto,4,Berline,Essence,25
https://www.tayara.tn/item/640db11eff75361c11d7b165/,137000,Gris,Avec kilométrage,Automatique,2017,1.4L,Ford,Focus,7,Berline,Essence,38
https://www.tayara.tn/item/640dad6dff75361c11d7b08d/,135000,Marron,Avec kilométrage,Manuelle,2013,3.0L,Peugeot,301,5,Berline,Essence,24
https://www.tayara.tn/item/640dabaaff75361c11d7b020/,160000,Blanc,Avec kilométrage,Manuelle,2011,2.2L,Mercedes-Benz,Classe E,7,Berline,Diesel,64
,,,,,,,,,,,,
https://www.tayara.tn/item/640da8e1ff75361c11d7afa5/,179000,Noir,Nouveau,Manuelle,2007,1.4L,Ford,Fiesta,5,Berline,Essence,17
https://www.tayara.tn/item/640da726ff75361c11d7af54/,110000,Gris,Avec kilométrage,Manuelle,2019,1.2L,Citroen,C-Elysée,5,Berline,Essence,27
,,,,,,,,,,,,
https://www.tayara.tn/item/640da4a2ff75361c11d7aeef/,215,Noir,Avec kilométrage,Manuelle,2009,1.9L,Volkswagen,Golf 5,105,Berline,Diesel,31
https://www.tayara.tn/item/640d943fff75361c11d7abfa/,67760,Autre,Avec kilométrage,Manuelle,2014,1.2L,Renault,Symbol,5,Berline,Essence,33
https://www.tayara.tn/item/640d93aeff75361c11d7abe7/,156000,Noir,Nouveau,Manuelle,2015,1.6L,Mercedes-Benz,Classe CLA,7,Berline,Essence,78
https://www.tayara.tn/item/640d8daeff75361c11d7aada/,215000,Gris,Avec kilométrage,Manuelle,2003,1.4L,Ford,Fusion,4,Berline,Diesel,27
https://www.tayara.tn/item/640d8d8dff75361c11d7aad3/,637,Blanc,Avec kilométrage,Manuelle,2015,2.0L,Toyota,Hi Ace,9,Berline,Diesel,22
https://www.tayara.tn/item/63e674b930c4f61e51334dad/,118000,Noir,Avec kilométrage,Automatique,2010,2.0L,Mercedes-Benz,Classe E,11,Berline,Essence,70
https://www.tayara.tn/item/63e13763322f7af7daaa51ad/,189000,Noir,Avec kilométrage,Automatique,2014,1.6L,BMW,Serie 3,7,Berline,Essence,75
https://www.tayara.tn/item/63efc3e157924122c28ab8cd/,118000,Noir,Avec kilométrage,Automatique,2013,1.8L,Mercedes-Benz,Classe CLA,7,Berline,Essence,95
https://www.tayara.tn/item/63da254e1b3fed8fd49c2b2d/,171000,Camel,Avec kilométrage,Automatique,2009,3.0L,BMW,Serie 6,17,Berline,Essence,55
https://www.tayara.tn/item/63fe41878575ab54182d410f/,131000,Noir,Avec kilométrage,Automatique,2016,1.8L,BMW,Serie 3,7,Berline,Essence,78
https://www.tayara.tn/item/63c6e8c72109087dfe7706b7/,180000,Blanc,Avec kilométrage,Automatique,2015,1.8L,Mercedes-Benz,Classe C,8,Berline,Essence,118
https://www.tayara.tn/item/6377d14fa18fb2e762c39861/,237000,Noir,Avec kilométrage,Automatique,2009,3.2L,Mercedes-Benz,Classe S,15,Berline,Diesel,85
https://www.tayara.tn/item/640d853eff75361c11d7a9d8/,180,Gris,Avec kilométrage,Manuelle,2002,1.4L,Peugeot,206,5,Berline,Essence,16
https://www.tayara.tn/item/6409ed17ff75361c11d71a83/,106000,Noir,Avec kilométrage,Automatique,2015,1.6L,Nissan,Juke,7,Berline,Essence,54
https://www.tayara.tn/item/63ef934130c4f61e513442d2/,165000,Noir,Nouveau,Automatique,2008,>4.0L,BMW,Serie 7,15,Berline,Diesel,65
https://www.tayara.tn/item/640d7575ff75361c11d7a87e/,155,Noir,Nouveau,Manuelle,2014,1.6L,Ford,Mondeo,7,Berline,Essence,38
https://www.tayara.tn/item/640d5f56ff75361c11d7a794/,136000,Blanc,Avec kilométrage,Automatique,2018,1.5L,Honda,City,7,Berline,Essence,45
https://www.tayara.tn/item/640d237dff75361c11d7a664/,157000,Bleu,Avec kilométrage,Manuelle,2015,<1.0L,Ford,Focus,6,Berline,Essence,37
https://www.tayara.tn/item/640d1707ff75361c11d7a5a3/,21000,Blanc,Nouveau,Manuelle,2021,1.2L,Hyundai,I 10,5,Berline,Essence,18
https://www.tayara.tn/item/640d0bd4ff75361c11d7a49e/,21000,Blanc,Nouveau,Manuelle,2021,1.2L,Hyundai,I 10,5,Berline,Essence,18
https://www.tayara.tn/item/640cf704ff75361c11d7a15d/,23000,Noir,Avec kilométrage,Manuelle,2005,1.2L,Renault,Clio,4,Berline,Essence,20
https://www.tayara.tn/item/640cf203ff75361c11d7a058/,0,Gris,Nouveau,Manuelle,2010,1.6L,Mercedes-Benz,Classe C,9,Berline,Essence,49
https://www.tayara.tn/item/640ce6c3ff75361c11d79dc2/,240000,Noir,Avec kilométrage,Automatique,2010,2.2L,Mercedes-Benz,Classe E,10,Berline,Diesel,62
https://www.tayara.tn/item/640cd51bff75361c11d799dd/,90000,Blanc,Nouveau,Manuelle,2017,1.6L,Peugeot,Partner,5,Berline,Diesel,42
https://www.tayara.tn/item/640cca1dff75361c11d797e0/,214000,Beige,Avec kilométrage,Manuelle,2014,1.2L,Renault,Symbol,5,Berline,Essence,26
,,,,,,,,,,,,
https://www.tayara.tn/item/63dbcebc1b3fed8fd49c83e1/,80000,Rouge,Nouveau,Manuelle,2017,1.2L,Fiat,500X,5,Berline,Essence,44
https://www.tayara.tn/item/63c04cb82109087dfe75d229/,140000,Blanc,Avec kilométrage,Automatique,2010,3.0L,Rover,over.Range Rover Sport,16,Berline,Diesel,85
https://www.tayara.tn/item/63cfce3d1b3fed8fd49a70bb/,150000,Blanc,Avec kilométrage,Automatique,2018,1.2L,Nissan,Qashqai,6,Berline,Essence,72
,,,,,,,,,,,,
https://www.tayara.tn/item/640cc46bff75361c11d7969f/,88000,Blanc,Avec kilométrage,Manuelle,2019,1.5L,Autres,Autres,6,Berline,Essence,44
https://www.tayara.tn/item/63dbcdc01b3fed8fd49c8377/,120000,Blanc,Nouveau,Manuelle,2019,1.2L,Renault,Clio,6,Berline,Essence,44
https://www.tayara.tn/item/63fe429007b6d5262f83e924/,90000,Blanc,Nouveau,Manuelle,2017,1.2L,Volkswagen,Golf,6,Berline,Essence,79
https://www.tayara.tn/item/63e68c8730c4f61e513352ff/,90000,Gris,Nouveau,Manuelle,2018,1.2L,Renault,Clio,5,Berline,Essence,47
https://www.tayara.tn/item/63ea670530c4f61e5133cdd0/,70000,Rouge,Nouveau,Manuelle,2019,<1.0L,Volkswagen,Golf Plus,6,Berline,Essence,63
https://www.tayara.tn/item/640cc158ff75361c11d79624/,130000,Noir,Avec kilométrage,Manuelle,2016,1.4L,Hyundai,I 10,4,Berline,Essence,31
https://www.tayara.tn/item/640cbeb3ff75361c11d7958a/,277,Noir,Avec kilométrage,Manuelle,2008,1.4L,Citroen,C4,6,Berline,Essence,22
https://www.tayara.tn/item/640cbb62ff75361c11d794ce/,225000,Noir,Nouveau,Manuelle,2005,1.2L,Renault,Clio,5,Berline,Essence,21
,,,,,,,,,,,,
https://www.tayara.tn/item/640cabb4ff75361c11d79154/,131000,Marron,Nouveau,Manuelle,2019,1.2L,Suzuki,Swift,5,Berline,Essence,35
https://www.tayara.tn/item/640cab24ff75361c11d79134/,256000,Noir,Avec kilométrage,Manuelle,2011,1.6L,Volkswagen,Passat,7,Berline,Essence,35
https://www.tayara.tn/item/640caa7aff75361c11d79105/,52000,Noir,Avec kilométrage,Manuelle,2020,1.5L,Chery,Tiggo,6,Berline,Essence,45
https://www.tayara.tn/item/640ca76aff75361c11d79051/,220000,Gris,Avec kilométrage,Automatique,1998,1.8L,Volkswagen,Passat CC,6,Berline,Diesel,14
https://www.tayara.tn/item/640c96a9ff75361c11d78d0e/,175000,Bleu,Nouveau,Automatique,2013,2.0L,BMW,Serie 5,10,Berline,Diesel,78
https://www.tayara.tn/item/640c9373ff75361c11d78c71/,120000,Noir,Avec kilométrage,Automatique,2016,1.6L,BMW,Serie 5,9,Berline,Essence,112
https://www.tayara.tn/item/640c8e62ff75361c11d78b74/,254,Bleu,Avec kilométrage,Manuelle,2002,1.8L,BMW,Serie 3,7,Berline,Diesel,28
https://www.tayara.tn/item/640c82ceff75361c11d788ab/,200000,Rouge,Avec kilométrage,Manuelle,2009,1.2L,Fiat,Punto,5,Berline,Essence,14
https://www.tayara.tn/item/63c804ee2109087dfe773cbf/,180000,Noir,Avec kilométrage,Manuelle,2011,2.0L,Audi,A4,8,Berline,Diesel,46
https://www.tayara.tn/item/6406496c8575ab54182df1e0/,68000,Marron,Nouveau,Manuelle,2019,1.2L,Renault,Symbol,5,Berline,Essence,42
https://www.tayara.tn/item/640618358575ab54182decba/,100000,Blanc,Nouveau,Manuelle,2020,1.2L,Hyundai,Grand i10,5,Berline,Essence,36
https://www.tayara.tn/item/640c7d3bff75361c11d7874c/,350,Bleu,Avec kilométrage,Manuelle,1997,2.0L,Mercedes-Benz,250,10,Berline,Diesel,18
https://www.tayara.tn/item/640c78aaff75361c11d785f0/,76000,Bleu,Avec kilométrage,Manuelle,2019,1.2L,Toyota,Yaris Verso,5,Berline,Essence,42
https://www.tayara.tn/item/640c7497ff75361c11d7849c/,165000,Noir,Avec kilométrage,Manuelle,2010,1.8L,Audi,A4,7,Berline,Essence,37
https://www.tayara.tn/item/640c6cdbff75361c11d7824d/,255000,Noir,Avec kilométrage,Manuelle,2001,1.2L,Opel,Astra,5,Berline,Essence,16
https://www.tayara.tn/item/640c6a4dff75361c11d781cf/,236000,Gris,Avec kilométrage,Manuelle,2005,1.5L,Renault,Megane,5,Berline,Diesel,22
https://www.tayara.tn/item/640c6998ff75361c11d781a2/,10300,Blanc,Nouveau,Manuelle,2022,1.2L,Kia,Rio,5,Berline,Essence,69
https://www.tayara.tn/item/640c683fff75361c11d78142/,192000,Noir,Avec kilométrage,Automatique,2013,1.8L,Mercedes-Benz,Classe CLA,8,Berline,Essence,89
https://www.tayara.tn/item/640c5f72ff75361c11d77f44/,355000,Gris,Avec kilométrage,Manuelle,2006,1.6L,Peugeot,407,6,Berline,Diesel,17
https://www.tayara.tn/item/640c5b98ff75361c11d77e5e/,400000,Noir,Avec kilométrage,Manuelle,1999,<1.0L,Fiat,Palio,4,Berline,Essence,10
https://www.tayara.tn/item/640c5a0dff75361c11d77dee/,60000,Bleu,Avec kilométrage,Manuelle,2017,1.5L,Mazda,3,5,Berline,Essence,61
https://www.tayara.tn/item/63a17a0525c79fc72be12698/,184802,Noir,Nouveau,Manuelle,2012,1.6L,BMW,Serie 1,7,Berline,Essence,52
https://www.tayara.tn/item/640880f5ff75361c11d6d52b/,190000,Blanc,Avec kilométrage,Manuelle,2015,1.6L,Mercedes-Benz,Classe C,8,Berline,Essence,75
https://www.tayara.tn/item/63edf69f57924122c28a8903/,14861,Noir,Nouveau,Manuelle,2021,1.2L,Kia,Rio,5,Berline,Essence,67
https://www.tayara.tn/item/640c540cff75361c11d77bfe/,270000,Bleu,Nouveau,Manuelle,97,1.4L,Volkswagen,Golf 3,6,Berline,Essence,16
https://www.tayara.tn/item/63791fdfa18fb2e762c3b271/,177000,Noir,Avec kilométrage,Automatique,2013,1.6L,BMW,Serie 3 GT,7,Berline,Essence,66
https://www.tayara.tn/item/63d914a91b3fed8fd49c005b/,16800,Noir,Avec kilométrage,Automatique,2010,2.0L,Mercedes-Benz,Classe E,11,Berline,Essence,73
https://www.tayara.tn/item/64078c88ff75361c11d6b179/,122000,Blanc,Avec kilométrage,Automatique,2013,2.0L,BMW,Serie 5,10,Berline,Essence,99
,,,,,,,,,,,,
https://www.tayara.tn/item/640c52f0ff75361c11d77bb6/,222000,Noir,Avec kilométrage,Manuelle,2007,1.6L,BMW,Serie 3,7,Berline,Essence,35
https://www.tayara.tn/item/640c52e8ff75361c11d77bae/,170000,Noir,Nouveau,Manuelle,2011,1.2L,Volkswagen,Polo,5,Berline,Essence,23
https://www.tayara.tn/item/640c4becff75361c11d77977/,83000,Noir,Avec kilométrage,Manuelle,2019,1.3L,Toyota,Yaris,6,Berline,Essence,43
https://www.tayara.tn/item/640c4a32ff75361c11d77912/,124000,Noir,Avec kilométrage,Manuelle,2017,1.4L,Toyota,Yaris,5,Berline,Essence,39
https://www.tayara.tn/item/63f4c1ec65dd27f8563dbf2c/,145000,Blanc,Avec kilométrage,Automatique,2014,1.6L,BMW,Serie 3 GT,7,Berline,Essence,88
https://www.tayara.tn/item/640c407dff75361c11d77671/,191000,Blanc,Avec kilométrage,Manuelle,2013,1.2L,Fiat,Grande Punto,4,Berline,Essence,21
https://www.tayara.tn/item/640c3174ff75361c11d7733c/,94000,Blanc,Avec kilométrage,Manuelle,2012,1.4L,Ford,Focus,7,Berline,Essence,34
https://www.tayara.tn/item/640c1efdff75361c11d77170/,91000,Autre,Avec kilométrage,Automatique,2017,1.7L,Autres,Autres,9,Berline,Essence,53
https://www.tayara.tn/item/640c03beff75361c11d7705c/,96000,Gris,Avec kilométrage,Manuelle,2018,1.4L,Suzuki,Swift,5,Berline,Essence,37
https://www.tayara.tn/item/640b9f3fff75361c11d769d0/,75000,Noir,Avec kilométrage,Automatique,2020,1.4L,Kia,Picanto,5,Berline,Essence,41
https://www.tayara.tn/item/640b9cfeff75361c11d7696b/,215000,Blanc,Avec kilométrage,Automatique,2012,2.0L,BMW,Serie 5,10,Berline,Diesel,85
https://www.tayara.tn/item/640b9ca4ff75361c11d76957/,219000,Vert,Avec kilométrage,Manuelle,2002,1.2L,Opel,Corsa,4,Berline,Essence,12
https://www.tayara.tn/item/64065c228575ab54182df3df/,57000,Gris,Nouveau,Automatique,2019,1.5L,Mercedes-Benz,Classe A,6,Berline,Diesel,128
https://www.tayara.tn/item/640b8fcbff75361c11d766fe/,90000,Blanc,Nouveau,Automatique,2021,1.8L,Mercedes-Benz,Classe A,6,Berline,Diesel,125
https://www.tayara.tn/item/640b8f3aff75361c11d766ed/,80000,Noir,Nouveau,Automatique,2020,1.6L,Kia,Sportage,7,Berline,Diesel,117
https://www.tayara.tn/item/640b8e6aff75361c11d766da/,100000,Gris,Nouveau,Automatique,2019,1.8L,Mercedes-Benz,Classe A,6,Berline,Diesel,117
https://www.tayara.tn/item/640b77ecff75361c11d76239/,330000,Vert,Pièces manquantes,Manuelle,1998,2.8L,Nissan,Patrol GR,11,Berline,Diesel,25
https://www.tayara.tn/item/640b726fff75361c11d760f5/,170000,Gris,Avec kilométrage,Manuelle,2008,1.4L,Peugeot,207,6,Berline,Essence,20
,,,,,,,,,,,,
https://www.tayara.tn/item/640b6934ff75361c11d75f40/,200000,Rouge,Avec kilométrage,Manuelle,2005,1.1L,Fiat,Panda,4,Berline,Essence,23
https://www.tayara.tn/item/640b5aa4ff75361c11d75cca/,240000,Argent,Avec kilométrage,Manuelle,2011,1.2L,Chevrolet,Aveo,6,Berline,Essence,19
https://www.tayara.tn/item/640b5a00ff75361c11d75ca3/,220,Noir,Avec kilométrage,Manuelle,2011,<1.0L,Toyota,Yaris,4,Berline,Essence,22
https://www.tayara.tn/item/63c45f872109087dfe768102/,88000,Blanc,Avec kilométrage,Manuelle,2018,<1.0L,Volkswagen,Golf 7,6,Berline,Essence,73
,,,,,,,,,,,,
https://www.tayara.tn/item/640b469dff75361c11d7574e/,243000,Noir,Avec kilométrage,Automatique,2009,2.0L,Audi,A4,8,Berline,Diesel,38
https://www.tayara.tn/item/640b4593ff75361c11d75711/,84000,Noir,Nouveau,Manuelle,2018,<1.0L,Chery,QQ,4,Berline,Essence,21
https://www.tayara.tn/item/640b430eff75361c11d7564c/,218000,Bleu,Avec kilométrage,Manuelle,2004,1.2L,Volkswagen,Polo,5,Berline,Essence,14
,,,,,,,,,,,,
